"","Age","NumbLines","CustTime","MthIncome","BillAmount","TimeCurAdrr","Region","CableTV","AutDebt","Churn"
"1182",32,1,12.6,8112,2232.9,4.048,"A","YES","YES","YES"
"1183",31,1,15.75,5772,392.85,5.796,"D","YES","NO","NO"
"1184",29,1,19.95,6996,237.6,4.048,"C","NO","NO","NO"
"1185",57,2,39.9,34032,2077.65,6.348,"B","NO","NO","YES"
"1186",43,1,23.1,8484,1759.05,6.624,"D","NO","NO","NO"
"1187",50,1,15.75,6180,195.75,5.244,"A","YES","NO","NO"
"1188",37,3,16.8,9276,394.2,1.932,"C","NO","NO","NO"
"1189",44,2,25.2,10380,475.2,4.14,"C","NO","NO","NO"
"1190",48,3,23.1,11952,1003.05,4.876,"C","YES","NO","NO"
"1191",42,2,26.25,8748,1286.55,3.588,"A","YES","NO","NO"
"1192",48,2,16.8,10716,1058.4,4.416,"C","NO","YES","NO"
"1193",52,2,37.8,11700,438.75,3.588,"C","YES","YES","NO"
"1194",38,1,26.25,7188,556.2,6.624,"A","NO","YES","NO"
"1195",28,1,16.8,6720,753.3,4.876,"C","YES","NO","NO"
"1196",46,1,17.85,7656,325.35,5.336,"A","NO","NO","NO"
"1197",28,1,15.75,7164,973.35,4.324,"A","YES","YES","NO"
"1198",27,3,12.6,5748,770.85,2.484,"A","YES","NO","NO"
"1199",28,1,17.85,5268,387.45,7.544,"A","YES","NO","NO"
"1200",29,1,21,6720,465.75,6.164,"A","YES","NO","NO"
"1201",35,2,24.15,8004,756,2.208,"A","YES","YES","NO"
"1202",29,1,19.95,6300,456.3,2.76,"A","NO","NO","NO"
"1203",35,1,28.35,7452,1810.35,3.496,"D","YES","NO","YES"
"1204",40,2,19.95,18612,996.3,4.324,"D","NO","YES","NO"
"1205",42,3,14.7,6192,568.35,6.44,"D","YES","NO","NO"
"1206",47,1,28.35,8916,552.15,3.772,"A","YES","NO","NO"
"1207",30,3,13.65,5688,110.7,6.992,"D","YES","NO","NO"
"1208",48,4,26.25,10632,754.65,2.76,"A","YES","YES","NO"
"1209",34,1,25.2,8904,932.85,4.692,"C","YES","NO","NO"
"1210",39,2,17.85,8880,931.5,6.9,"C","NO","NO","NO"
"1211",31,2,13.65,5520,479.25,4.876,"A","YES","NO","NO"
"1212",52,1,18.9,7440,546.75,2.852,"A","NO","NO","NO"
"1213",36,1,30.45,6888,265.95,5.612,"C","YES","YES","NO"
"1214",47,2,36.75,18180,3639.6,3.128,"D","NO","NO","NO"
"1215",31,2,15.75,6264,665.55,6.716,"A","NO","NO","NO"
"1216",47,1,17.85,6492,112.05,3.864,"D","YES","NO","NO"
"1217",47,3,13.65,6000,1821.15,6.256,"D","YES","NO","YES"
"1218",52,2,31.5,12840,2745.9,3.312,"C","YES","YES","NO"
"1219",42,1,15.75,6384,380.7,7.452,"C","YES","YES","NO"
"1220",27,1,21,6348,742.5,3.22,"C","YES","NO","NO"
"1221",32,1,23.1,7236,357.75,3.864,"A","YES","YES","NO"
"1222",40,1,17.85,6468,2447.55,3.772,"D","NO","NO","YES"
"1223",38,3,18.9,7236,438.75,5.888,"C","YES","YES","NO"
"1224",26,2,15.75,6864,116.1,5.152,"A","YES","NO","YES"
"1225",25,1,15.75,5520,330.75,4.14,"D","YES","YES","NO"
"1226",32,3,17.85,14208,777.6,5.888,"C","YES","NO","NO"
"1227",37,2,13.65,5904,148.5,2.208,"A","NO","NO","NO"
"1228",43,1,29.4,11976,1412.1,4.784,"C","NO","YES","NO"
"1229",32,1,18.9,7776,314.55,3.956,"A","NO","YES","NO"
"1230",30,1,12.6,5424,946.35,3.036,"C","NO","NO","NO"
"1231",49,1,18.9,6480,211.95,2.484,"A","NO","NO","NO"
"1232",39,1,13.65,6576,226.8,6.072,"D","YES","NO","NO"
"1233",51,1,17.85,5856,336.15,2.484,"D","NO","YES","NO"
"1234",41,1,17.85,6624,410.4,1.564,"C","YES","YES","YES"
"1235",47,1,33.6,12204,342.9,3.404,"C","YES","NO","NO"
"1236",42,1,17.85,7020,810,3.588,"C","YES","YES","NO"
"1237",41,5,18.9,31152,5665.95,5.06,"B","NO","YES","YES"
"1238",46,2,36.75,14460,970.65,3.036,"C","YES","NO","NO"
"1239",45,3,30.45,13440,178.2,4.508,"B","NO","YES","NO"
"1240",34,2,18.9,6708,911.25,5.336,"D","NO","YES","NO"
"1241",28,1,19.95,7044,457.65,5.98,"D","YES","NO","YES"
"1242",41,1,12.6,7524,351,2.668,"A","NO","NO","NO"
"1243",32,1,14.7,5364,1012.5,0.092,"B","YES","YES","YES"
"1244",45,1,13.65,8196,2313.9,4.416,"B","YES","YES","YES"
"1245",23,2,13.65,5796,997.65,4.508,"D","YES","NO","YES"
"1246",33,4,12.6,5844,1414.8,4.876,"A","YES","NO","YES"
"1247",36,2,24.15,6840,421.2,7.728,"C","YES","YES","NO"
"1248",36,2,21,11388,1429.65,1.472,"A","NO","NO","NO"
"1249",42,3,18.9,7848,3285.9,5.704,"A","YES","YES","YES"
"1250",37,1,14.7,6168,1093.5,1.472,"D","NO","NO","YES"
"1251",46,2,18.9,11844,846.45,2.76,"C","YES","NO","NO"
"1252",32,3,19.95,7656,577.8,3.588,"A","YES","NO","NO"
"1253",40,2,12.6,7476,1159.65,2.024,"B","NO","NO","YES"
"1254",42,1,27.3,7464,373.95,4.508,"A","NO","YES","NO"
"1255",36,2,18.9,6780,322.65,6.624,"A","YES","YES","NO"
"1256",50,2,30.45,10824,2142.45,2.76,"A","NO","YES","NO"
"1257",51,1,43.05,20568,2403,6.348,"A","YES","NO","NO"
"1258",44,1,38.85,14160,652.05,5.06,"C","YES","NO","NO"
"1259",34,1,23.1,8232,147.15,4.784,"B","NO","NO","NO"
"1260",45,1,26.25,9864,1101.6,9.108,"A","YES","NO","NO"
"1261",24,2,13.65,5256,182.25,6.072,"B","YES","NO","YES"
"1262",51,1,38.85,19308,585.9,3.22,"A","YES","NO","NO"
"1263",39,2,16.8,9408,1021.95,1.472,"D","YES","NO","YES"
"1264",37,2,18.9,8628,1123.2,4.416,"D","NO","NO","YES"
"1265",48,2,36.75,37692,1788.75,3.128,"A","NO","NO","NO"
"1266",27,1,15.75,6876,355.05,4.324,"A","YES","YES","NO"
"1267",46,1,30.45,8268,1084.05,2.76,"D","NO","YES","YES"
"1268",43,1,21,6684,953.1,6.164,"B","YES","NO","NO"
"1269",36,3,23.1,27696,2866.05,4.324,"A","YES","YES","YES"
"1270",25,2,12.6,7344,172.8,4.232,"D","YES","YES","NO"
"1271",49,3,23.1,7404,513,3.036,"C","YES","YES","NO"
"1272",32,2,22.05,10380,2799.9,4.968,"C","YES","YES","NO"
"1273",45,1,35.7,12456,422.55,4.968,"C","YES","NO","NO"
"1274",48,2,12.6,6780,977.4,7.544,"B","NO","NO","YES"
"1275",51,3,17.85,10308,932.85,5.06,"C","YES","YES","NO"
"1276",38,1,18.9,8832,441.45,3.036,"D","YES","NO","NO"
"1277",53,2,19.95,11556,469.8,4.416,"B","YES","YES","NO"
"1278",31,1,18.9,7464,585.9,2.484,"A","YES","NO","NO"
"1279",38,2,28.35,9420,627.75,3.68,"A","YES","NO","NO"
"1280",23,2,12.6,5268,1447.2,6.9,"A","YES","NO","YES"
"1281",33,1,13.65,6048,322.65,6.808,"B","NO","YES","NO"
"1282",42,1,17.85,7620,623.7,2.392,"C","NO","NO","NO"
"1283",47,1,30.45,7920,12.15,6.624,"A","YES","YES","NO"
"1284",27,1,17.85,5760,405,3.312,"B","NO","NO","NO"
"1285",45,3,30.45,10080,445.5,4.508,"C","YES","NO","NO"
"1286",33,3,12.6,5496,513,6.256,"C","YES","NO","YES"
"1287",40,1,28.35,12912,398.25,6.44,"A","YES","NO","NO"
"1288",37,1,16.8,6204,1517.4,2.208,"C","NO","NO","NO"
"1289",36,3,13.65,7668,1048.95,5.336,"B","NO","NO","YES"
"1290",59,4,17.85,15168,275.4,6.624,"C","YES","NO","NO"
"1291",30,2,15.75,6384,1269,4.416,"D","YES","NO","NO"
"1292",32,1,12.6,5760,531.9,4.784,"C","YES","YES","NO"
"1293",33,2,23.1,6516,363.15,4.876,"C","YES","YES","NO"
"1294",46,1,15.75,5844,282.15,2.576,"C","YES","YES","NO"
"1295",50,1,29.4,8820,679.05,2.392,"B","NO","YES","NO"
"1296",48,1,22.05,9132,1177.2,5.336,"A","NO","YES","NO"
"1297",31,1,24.15,6924,639.9,6.9,"C","YES","NO","NO"
"1298",28,1,19.95,6192,1599.75,3.496,"D","YES","NO","YES"
"1299",58,2,19.95,10200,895.05,4.6,"C","YES","NO","YES"
"1300",29,3,13.65,6288,1694.25,5.152,"B","YES","YES","YES"
"1301",33,1,21,7296,1152.9,3.036,"B","NO","NO","YES"
"1302",41,2,27.3,7728,402.3,3.22,"D","NO","YES","NO"
"1303",26,1,13.65,5508,915.3,6.716,"B","YES","NO","YES"
"1304",42,3,12.6,7032,638.55,6.716,"D","YES","NO","YES"
"1305",47,1,38.85,17256,2670.3,7.636,"C","YES","NO","NO"
"1306",37,1,23.1,7488,811.35,3.22,"C","YES","YES","NO"
"1307",39,1,27.3,6576,753.3,7.36,"D","NO","YES","NO"
"1308",37,2,12.6,6996,657.45,3.312,"C","NO","NO","NO"
"1309",26,1,16.8,5856,611.55,4.048,"A","YES","YES","NO"
"1310",43,1,35.7,12096,1849.5,5.428,"B","NO","NO","NO"
"1311",40,1,24.15,7548,550.8,5.612,"C","YES","NO","NO"
"1312",42,3,14.7,6396,886.95,6.624,"B","YES","NO","YES"
"1313",46,1,13.65,6792,1275.75,2.76,"D","YES","NO","NO"
"1314",28,4,12.6,9612,211.95,5.06,"C","NO","NO","NO"
"1315",32,3,15.75,7728,891,4.692,"C","YES","NO","NO"
"1316",45,3,21,14268,1479.6,6.808,"A","YES","NO","NO"
"1317",42,1,12.6,6516,1566,4.232,"D","NO","NO","YES"
"1318",31,3,14.7,7464,1001.7,3.404,"A","NO","NO","NO"
"1319",28,1,15.75,5736,318.6,3.404,"A","YES","NO","NO"
"1320",36,2,19.95,9060,128.25,3.772,"A","YES","NO","NO"
"1321",42,1,23.1,7128,346.95,7.636,"A","NO","YES","NO"
"1322",24,1,13.65,5676,1655.1,4.232,"B","YES","NO","YES"
"1323",43,2,27.3,24696,1210.95,4.14,"D","NO","NO","NO"
"1324",26,1,14.7,5820,639.9,2.024,"B","YES","YES","YES"
"1325",35,1,23.1,7116,79.65,2.944,"D","YES","NO","NO"
"1326",36,2,15.75,10008,1869.75,5.612,"D","YES","NO","YES"
"1327",50,1,44.1,18600,2999.7,2.208,"B","NO","YES","YES"
"1328",31,2,17.85,9084,1201.5,5.888,"A","YES","NO","NO"
"1329",45,1,23.1,7596,68.85,2.668,"D","YES","NO","NO"
"1330",33,1,22.05,6072,413.1,3.312,"A","YES","NO","NO"
"1331",33,2,19.95,6528,1161,4.968,"C","YES","NO","NO"
"1332",56,1,50.4,31032,4799.25,3.68,"D","YES","NO","NO"
"1333",40,2,18.9,7620,333.45,3.864,"A","NO","YES","NO"
"1334",42,1,31.5,11556,882.9,4.508,"A","YES","NO","NO"
"1335",33,1,18.9,6540,1444.5,5.244,"A","NO","YES","NO"
"1336",48,1,36.75,20652,3159,3.588,"A","YES","NO","NO"
"1337",43,2,18.9,7668,996.3,4.876,"C","YES","NO","YES"
"1338",30,2,16.8,6096,878.85,4.6,"A","YES","YES","YES"
"1339",47,3,32.55,24336,147.15,6.164,"A","YES","NO","NO"
"1340",36,1,17.85,6192,765.45,4.232,"A","YES","YES","NO"
"1341",36,1,30.45,7980,1448.55,3.864,"B","YES","YES","NO"
"1342",46,1,35.7,13896,2289.6,8.28,"D","YES","NO","YES"
"1343",53,1,13.65,6168,236.25,5.796,"A","NO","YES","NO"
"1344",32,2,16.8,7452,417.15,3.68,"B","NO","NO","YES"
"1345",48,2,13.65,6108,522.45,3.772,"B","YES","NO","NO"
"1346",48,3,37.8,10752,1625.4,4.416,"C","NO","YES","NO"
"1347",37,1,31.5,8760,90.45,4.14,"C","NO","YES","NO"
"1348",48,2,17.85,9204,438.75,5.336,"C","YES","NO","NO"
"1349",36,2,16.8,6588,911.25,2.852,"A","YES","NO","NO"
"1350",36,1,26.25,7512,355.05,4.14,"D","NO","NO","NO"
"1351",43,2,16.8,6480,577.8,6.348,"D","YES","NO","NO"
"1352",34,1,27.3,7896,209.25,6.532,"A","YES","YES","NO"
"1353",38,1,12.6,6768,175.5,6.808,"B","YES","NO","YES"
"1354",35,1,16.8,7236,924.75,2.208,"C","NO","YES","NO"
"1355",53,3,32.55,15312,822.15,9.108,"D","NO","NO","NO"
"1356",41,2,33.6,12072,1301.4,3.128,"C","YES","NO","NO"
"1357",39,2,12.6,5664,629.1,3.22,"B","YES","NO","NO"
"1358",36,2,23.1,11004,411.75,7.084,"A","NO","NO","NO"
"1359",35,3,17.85,11652,854.55,6.256,"B","YES","YES","NO"
"1360",41,2,26.25,9288,881.55,0.276,"A","YES","YES","NO"
"1361",30,2,18.9,10848,1626.75,7.636,"B","YES","YES","YES"
"1362",37,1,29.4,8472,990.9,3.128,"C","YES","NO","NO"
"1363",28,1,16.8,6252,1954.8,5.796,"D","NO","NO","YES"
"1364",52,2,31.5,14460,1494.45,5.888,"D","NO","NO","NO"
"1365",32,2,15.75,7536,796.5,5.888,"A","NO","NO","NO"
"1366",47,1,29.4,11400,388.8,6.348,"C","YES","YES","NO"
"1367",45,3,33.6,21348,1836,5.612,"D","YES","NO","NO"
"1368",52,1,12.6,6876,1424.25,5.152,"B","YES","NO","NO"
"1369",44,1,22.05,8148,318.6,2.208,"A","NO","YES","NO"
"1370",34,1,25.2,7536,427.95,3.128,"A","YES","NO","NO"
"1371",42,3,14.7,10008,1664.55,3.404,"B","NO","NO","YES"
"1372",46,1,29.4,9888,1433.7,5.336,"A","NO","NO","NO"
"1373",41,4,18.9,11436,1921.05,2.392,"A","YES","NO","NO"
"1374",37,1,30.45,9900,1960.2,5.98,"A","YES","NO","NO"
"1375",46,2,29.4,11184,378,6.808,"D","YES","YES","NO"
"1376",41,2,14.7,7728,1046.25,1.84,"C","NO","NO","NO"
"1377",32,1,24.15,7524,1139.4,3.588,"C","YES","NO","NO"
"1378",35,1,12.6,6156,194.4,2.392,"C","NO","NO","YES"
"1379",49,1,36.75,15144,2323.35,2.392,"D","YES","NO","NO"
"1380",24,1,15.75,5328,575.1,5.428,"C","YES","NO","NO"
"1381",45,1,33.6,9624,544.05,5.152,"B","YES","YES","NO"
"1382",25,1,14.7,6132,202.5,4.416,"C","YES","NO","NO"
"1383",40,2,27.3,9564,3202.2,3.036,"C","YES","NO","NO"
"1384",38,1,26.25,8388,429.3,3.036,"C","NO","NO","NO"
"1385",26,3,13.65,9852,691.2,3.956,"D","YES","NO","YES"
"1386",27,1,18.9,6084,886.95,2.668,"D","YES","YES","YES"
"1387",29,1,22.05,10704,907.2,6.256,"B","YES","NO","NO"
"1388",37,2,13.65,6420,1316.25,4.324,"D","YES","YES","NO"
"1389",43,2,18.9,8064,291.6,2.76,"A","YES","YES","YES"
"1390",41,1,17.85,6684,793.8,7.912,"D","YES","NO","NO"
"1391",29,1,16.8,6096,961.2,3.772,"C","NO","YES","NO"
"1392",34,2,17.85,5652,1734.75,4.692,"A","YES","YES","NO"
"1393",41,1,12.6,7608,1279.8,1.84,"A","YES","YES","NO"
"1394",33,1,21,7008,1706.4,3.588,"B","YES","YES","YES"
"1395",42,1,32.55,9240,604.8,3.496,"D","NO","NO","NO"
"1396",44,1,15.75,7308,487.35,5.152,"A","YES","YES","NO"
"1397",46,1,30.45,9096,993.6,5.428,"D","YES","YES","NO"
"1398",29,1,22.05,5784,1711.8,5.06,"B","YES","YES","NO"
"1399",35,4,21,8424,969.3,5.704,"B","NO","NO","NO"
"1400",52,2,28.35,10356,471.15,5.796,"A","YES","YES","NO"
"1401",33,2,22.05,8160,1711.8,6.164,"A","YES","NO","NO"
"1402",36,2,27.3,8412,720.9,4.14,"C","NO","YES","NO"
"1403",44,4,16.8,20928,5572.8,2.76,"A","YES","NO","YES"
"1404",44,2,27.3,7860,91.8,6.624,"C","YES","NO","NO"
"1405",40,1,22.05,9636,151.2,4.232,"A","NO","YES","NO"
"1406",58,2,44.1,21912,1111.05,3.312,"A","YES","YES","NO"
"1407",36,2,22.05,11676,1309.5,8.28,"C","YES","NO","NO"
"1408",33,1,19.95,8124,638.55,1.288,"D","NO","NO","NO"
"1409",46,1,15.75,6456,442.8,6.808,"B","YES","NO","NO"
"1410",36,2,25.2,9132,390.15,5.796,"A","YES","YES","NO"
"1411",39,1,26.25,12768,210.6,7.544,"C","YES","NO","NO"
"1412",49,1,44.1,19896,218.7,4.232,"A","NO","NO","NO"
"1413",24,3,12.6,5580,1134,5.98,"D","YES","NO","NO"
"1414",45,1,25.2,9108,3076.65,4.048,"A","YES","YES","NO"
"1415",32,1,22.05,6468,788.4,4.048,"D","NO","NO","NO"
"1416",29,1,14.7,5568,415.8,3.68,"C","YES","YES","NO"
"1417",36,1,24.15,6360,1093.5,8.004,"A","YES","NO","NO"
"1418",41,2,32.55,7716,1624.05,5.52,"C","YES","NO","NO"
"1419",31,1,16.8,5964,604.8,4.048,"A","YES","YES","NO"
"1420",46,2,33.6,26304,4064.85,5.796,"D","YES","YES","NO"
"1421",30,2,21,6384,855.9,3.036,"A","NO","YES","NO"
"1422",31,1,15.75,6852,301.05,7.084,"A","NO","NO","YES"
"1423",37,2,27.3,7596,546.75,4.692,"C","YES","NO","NO"
"1424",29,1,21,6552,913.95,7.084,"D","YES","NO","NO"
"1425",44,4,24.15,11196,831.6,7.268,"C","NO","YES","NO"
"1426",46,2,19.95,8748,657.45,5.612,"D","YES","NO","NO"
"1427",45,2,18.9,13104,1162.35,3.588,"C","YES","NO","YES"
"1428",38,5,21,8520,1109.7,7.36,"D","NO","NO","NO"
"1429",37,2,18.9,6312,392.85,6.532,"A","NO","NO","NO"
"1430",26,1,13.65,6420,238.95,3.22,"B","YES","NO","NO"
"1431",48,1,39.9,12588,1138.05,6.44,"A","NO","NO","NO"
"1432",48,1,33.6,14604,891,5.336,"C","YES","NO","NO"
"1433",56,1,37.8,14328,2330.1,6.072,"C","NO","NO","NO"
"1434",45,1,27.3,8232,687.15,1.656,"C","YES","NO","NO"
"1435",53,3,33.6,13548,1351.35,5.612,"A","NO","YES","NO"
"1436",30,3,17.85,5808,152.55,4.324,"B","YES","NO","YES"
"1437",32,2,18.9,7260,822.15,5.888,"B","YES","NO","NO"
"1438",28,3,15.75,7248,1468.8,10.028,"A","YES","NO","YES"
"1439",48,3,36.75,27864,3777.3,4.416,"D","YES","NO","NO"
"1440",52,1,45.15,19548,3528.9,4.324,"B","YES","YES","NO"
"1441",51,2,35.7,16068,710.1,2.944,"D","YES","NO","NO"
"1442",32,2,17.85,6840,430.65,5.98,"B","NO","YES","NO"
"1443",35,1,18.9,6612,604.8,6.624,"A","NO","NO","NO"
"1444",30,2,17.85,6756,662.85,4.876,"D","YES","YES","YES"
"1445",39,2,17.85,10140,920.7,2.944,"A","YES","NO","NO"
"1446",31,1,23.1,6336,859.95,3.312,"D","NO","NO","NO"
"1447",27,1,12.6,5952,229.5,4.784,"C","YES","YES","NO"
"1448",29,4,15.75,9444,487.35,7.176,"A","YES","NO","NO"
"1449",28,1,12.6,5916,184.95,4.876,"A","NO","NO","NO"
"1450",45,2,14.7,6984,533.25,3.404,"C","YES","NO","NO"
"1451",50,3,26.25,11568,664.2,6.44,"C","YES","NO","NO"
"1452",53,1,26.25,10104,1560.6,3.22,"A","YES","YES","NO"
"1453",29,1,22.05,10164,826.2,5.06,"A","YES","YES","NO"
"1454",44,3,21,7188,608.85,4.416,"C","YES","YES","NO"
"1455",34,1,22.05,6792,472.5,6.532,"C","YES","YES","NO"
"1456",24,2,13.65,5820,762.75,6.256,"B","YES","NO","YES"
"1457",46,1,31.5,10884,623.7,3.312,"A","NO","NO","NO"
"1458",40,1,17.85,8244,506.25,4.048,"A","NO","YES","NO"
"1459",54,4,37.8,43284,2488.05,8.28,"A","YES","NO","NO"
"1460",49,2,24.15,13692,511.65,5.428,"C","YES","NO","NO"
"1461",31,1,18.9,5868,376.65,2.3,"D","YES","YES","YES"
"1462",33,1,12.6,6324,387.45,0.368,"C","YES","YES","NO"
"1463",34,2,13.65,5604,766.8,7.82,"A","YES","NO","YES"
"1464",38,1,17.85,5988,951.75,4.324,"C","YES","NO","NO"
"1465",33,1,21,6132,490.05,8.648,"C","YES","YES","NO"
"1466",30,2,18.9,8076,750.6,5.98,"B","YES","NO","YES"
"1467",26,1,13.65,5868,240.3,2.024,"A","NO","YES","NO"
"1468",50,2,25.2,6516,616.95,2.024,"A","YES","YES","NO"
"1469",26,1,13.65,5316,1309.5,4.324,"B","YES","YES","YES"
"1470",27,2,12.6,5364,491.4,5.704,"D","YES","NO","YES"
"1471",30,1,14.7,6228,1348.65,3.496,"A","YES","NO","YES"
"1472",43,1,31.5,8772,1892.7,4.416,"A","YES","NO","NO"
"1473",26,2,12.6,5496,577.8,6.072,"C","NO","YES","NO"
"1474",35,1,29.4,9900,546.75,4.784,"D","NO","NO","NO"
"1475",28,3,15.75,6768,1251.45,4.324,"B","YES","YES","YES"
"1476",31,1,24.15,7008,1857.6,5.336,"A","YES","NO","NO"
"1477",35,4,14.7,13032,1027.35,4.048,"D","YES","NO","NO"
"1478",47,1,19.95,9516,1100.25,3.864,"C","YES","NO","NO"
"1479",36,1,14.7,6060,337.5,3.772,"C","YES","NO","NO"
"1480",41,1,33.6,9156,328.05,4.6,"D","YES","NO","NO"
"1481",52,1,31.5,11760,3393.9,4.968,"A","YES","NO","NO"
"1482",37,1,30.45,11412,514.35,3.864,"A","YES","YES","NO"
"1483",29,1,22.05,6648,371.25,3.772,"A","NO","YES","NO"
"1484",33,1,12.6,6036,533.25,5.152,"A","YES","NO","YES"
"1485",38,2,27.3,9204,990.9,3.956,"A","YES","YES","NO"
"1486",31,3,12.6,8688,1116.45,9.568,"C","NO","NO","NO"
"1487",49,2,12.6,6840,2308.5,3.956,"B","YES","YES","YES"
"1488",30,3,14.7,10824,456.3,2.3,"B","NO","YES","YES"
"1489",41,2,17.85,7032,511.65,2.3,"A","YES","NO","NO"
"1490",28,1,14.7,7092,765.45,5.796,"A","YES","NO","NO"
"1491",42,1,33.6,13260,1837.35,5.06,"C","YES","NO","NO"
"1492",46,1,30.45,11532,1048.95,4.692,"D","YES","YES","NO"
"1493",39,1,29.4,8688,303.75,6.624,"B","YES","YES","NO"
"1494",45,1,16.8,7944,1120.5,7.636,"C","YES","NO","NO"
"1495",42,1,18.9,11724,756,5.244,"D","YES","YES","YES"
"1496",25,1,13.65,5292,436.05,3.68,"A","NO","YES","NO"
"1497",52,1,42,12996,641.25,2.116,"C","YES","NO","NO"
"1498",23,1,12.6,6144,652.05,7.084,"C","NO","NO","NO"
"1499",42,1,28.35,9960,2698.65,5.152,"A","NO","NO","NO"
"1500",44,1,24.15,8784,372.6,4.6,"A","YES","YES","NO"
"1501",35,1,22.05,8736,1097.55,2.208,"A","YES","NO","NO"
"1502",32,1,21,6060,1306.8,4.692,"C","YES","NO","NO"
"1503",32,3,19.95,13284,2535.3,1.748,"B","NO","NO","YES"
"1504",51,1,24.15,8016,831.6,6.624,"A","YES","NO","NO"
"1505",23,1,14.7,5424,283.5,1.288,"D","YES","YES","NO"
"1506",42,2,27.3,18084,1521.45,6.532,"A","NO","NO","NO"
"1507",52,1,40.95,12768,573.75,3.22,"A","YES","NO","NO"
"1508",50,1,43.05,25764,43.2,2.76,"D","YES","YES","NO"
"1509",36,2,17.85,8460,163.35,6.992,"D","YES","YES","NO"
"1510",52,3,34.65,13764,3279.15,3.312,"A","YES","NO","YES"
"1511",25,1,16.8,6612,1032.75,2.76,"A","NO","YES","NO"
"1512",28,3,13.65,9312,973.35,7.176,"A","YES","YES","YES"
"1513",53,2,24.15,8028,415.8,6.256,"A","NO","YES","NO"
"1514",43,1,28.35,9804,3473.55,3.496,"B","YES","NO","YES"
"1515",35,1,23.1,8748,1161,0.92,"A","NO","NO","NO"
"1516",35,1,23.1,6288,483.3,7.544,"C","NO","NO","NO"
"1517",26,2,14.7,6324,209.25,5.428,"A","NO","YES","NO"
"1518",33,2,22.05,6576,695.25,5.244,"D","YES","YES","NO"
"1519",30,5,12.6,11292,575.1,4.416,"B","NO","YES","YES"
"1520",38,1,17.85,6552,513,2.944,"A","YES","NO","NO"
"1521",39,1,19.95,9588,1298.7,2.3,"B","YES","YES","NO"
"1522",33,1,27.3,7164,843.75,2.852,"B","YES","YES","NO"
"1523",28,1,22.05,5664,1386.45,7.36,"D","YES","NO","YES"
"1524",34,2,19.95,8028,637.2,7.82,"B","YES","NO","YES"
"1525",52,2,27.3,14448,3276.45,1.196,"C","NO","YES","NO"
"1526",34,1,15.75,5616,490.05,4.324,"B","NO","NO","NO"
"1527",39,1,33.6,14064,3465.45,7.452,"C","YES","YES","NO"
"1528",39,1,13.65,5952,857.25,5.244,"A","YES","NO","YES"
"1529",39,1,25.2,8688,2951.1,4.324,"C","YES","NO","NO"
"1530",35,1,19.95,6216,963.9,3.864,"A","YES","YES","NO"
"1531",48,1,24.15,9180,1034.1,3.22,"A","YES","YES","NO"
"1532",29,1,21,7200,2285.55,6.256,"D","NO","NO","YES"
"1533",53,1,40.95,16536,680.4,1.932,"C","YES","NO","NO"
"1534",38,1,15.75,6120,1078.65,3.036,"D","YES","YES","YES"
"1535",42,2,18.9,6792,907.2,2.852,"A","NO","YES","NO"
"1536",26,2,13.65,6120,1069.2,2.3,"A","NO","YES","NO"
"1537",36,4,22.05,11028,650.7,4.876,"D","YES","NO","NO"
"1538",32,2,22.05,7776,834.3,4.508,"D","NO","YES","YES"
"1539",39,3,12.6,7560,687.15,7.728,"D","YES","YES","NO"
"1540",46,1,17.85,9036,2637.9,6.072,"D","YES","YES","YES"
"1541",32,1,14.7,5580,1783.35,8.372,"A","YES","NO","YES"
"1542",29,2,17.85,7944,1375.65,4.324,"C","NO","NO","YES"
"1543",40,3,21,19488,1352.7,4.968,"A","YES","NO","NO"
"1544",32,2,22.05,6708,353.7,6.256,"C","YES","YES","NO"
"1545",44,4,27.3,8904,170.1,1.38,"D","YES","NO","NO"
"1546",55,1,39.9,31692,2731.05,2.576,"C","NO","NO","NO"
"1547",51,1,24.15,9036,386.1,5.06,"D","YES","NO","NO"
"1548",35,4,22.05,10164,1881.9,2.668,"C","YES","YES","YES"
"1549",39,2,14.7,8988,503.55,2.668,"C","YES","YES","NO"
"1550",32,1,12.6,6648,2149.2,4.416,"B","YES","YES","YES"
"1551",48,2,30.45,16944,2515.05,5.52,"D","NO","NO","NO"
"1552",41,1,34.65,11256,676.35,4.784,"D","YES","YES","NO"
"1553",40,3,23.1,11616,974.7,4.692,"A","YES","NO","NO"
"1554",32,2,22.05,10812,1032.75,5.152,"A","YES","NO","YES"
"1555",31,1,16.8,6072,207.9,5.52,"D","YES","YES","NO"
"1556",32,3,19.95,7848,657.45,4.232,"B","YES","YES","NO"
"1557",48,2,24.15,12732,278.1,6.256,"C","YES","YES","NO"
"1558",51,1,30.45,10884,969.3,1.472,"A","YES","YES","NO"
"1559",44,1,24.15,7188,602.1,6.992,"A","YES","NO","NO"
"1560",38,2,21,8196,851.85,5.428,"A","YES","NO","NO"
"1561",47,3,18.9,7356,587.25,9.844,"D","NO","YES","NO"
"1562",29,2,13.65,7116,858.6,4.232,"D","YES","NO","NO"
"1563",44,2,25.2,9792,1377,7.728,"B","NO","NO","NO"
"1564",37,1,18.9,6960,1556.55,6.992,"A","NO","NO","NO"
"1565",30,1,16.8,6432,1267.65,7.268,"A","YES","NO","NO"
"1566",32,2,13.65,6576,97.2,3.772,"B","YES","NO","NO"
